CNTR_CODE,Date,Country,continent,total_cases,new_cases,retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks,workplaces,testing_policy,contact_tracing,stringency_index,vaccination_policy,facial_coverings,income_support,restrictions_internal_movements,international_travel_controls,public_information_campaigns,cancel_public_events,restriction_gatherings,close_public_transport,school_closures,people_fully_vaccinated_per_hundred,people_vaccinated_per_hundred,stay_home_requirements,workplace_closures,population,expected,id_date_1,id_date_2,id_country_1,id_country_2,id_date_area
NO,2020-02-24,Norway,Europe,0,0,0.9233180250925067,-0.022796404250359184,-1.2083984379322832,1.7538335627587487,-0.6067249244810775,1.1587413987317297,No testing policy,No tracing,-1.7552895628349097,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,No measures,5367580,238.64426877470356,53,53,23,23,11185
NO,2020-02-25,Norway,Europe,0,0,0.9048389260204679,0.005954542086052307,-1.2083984379322832,1.7876722658736688,-0.6115074672071896,1.2345288465041482,No testing policy,No tracing,-1.7552895628349097,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,No measures,5367580,238.64426877470356,54,54,23,23,11186
NO,2020-02-26,Norway,Europe,1,1,0.867945340110908,-0.022796404250359184,-1.2083984379322832,1.8046212485196707,-0.6738483311633537,1.3211538993080225,Symptoms & key groups,No tracing,-1.7552895628349097,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,No measures,5367580,238.64426877470356,55,55,23,23,11187
NO,2020-02-27,Norway,Europe,1,0,0.8864244391829468,0.0492322823608612,-1.238703691769827,1.880832408249596,-0.6306879806666501,1.4186165571433527,Symptoms & key groups,No tracing,-1.7552895628349097,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,No measures,5367580,238.64426877470356,56,56,23,23,11188
NO,2020-02-28,Norway,Europe,6,3,0.8864244391829468,0.10683505554714526,-1.2690089456073708,1.9231456026875173,-0.6115074672071896,1.5268410325623663,Symptoms & key groups,No tracing,-1.7552895628349097,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,No measures,5367580,238.64426877470356,57,57,23,23,11189
NO,2020-02-29,Norway,Europe,15,2,0.8771848896469274,0.10683505554714526,-1.2690089456073708,1.9231456026875173,-0.6282883188777587,1.548516242625278,Symptoms & key groups,No tracing,-1.7552895628349097,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,No measures,5367580,238.64426877470356,58,58,23,23,11190
NO,2020-03-01,Norway,Europe,19,9,0.7940935560572702,0.005954542086052307,-1.2083984379322832,1.8554089342805928,-0.7002110491378177,1.559353847656734,Symptoms & key groups,No tracing,-1.7552895628349097,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,No measures,5367580,238.64426877470356,59,59,23,23,11191
NO,2020-03-02,Norway,Europe,25,4,0.7664395196837296,0.020380455510988604,-1.1783051089467502,1.830044722488674,-0.74097173784563,1.591790875303329,Symptoms & key groups,No tracing,-1.7552895628349097,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,No measures,5367580,238.64426877470356,60,60,23,23,11192
NO,2020-03-03,Norway,Europe,32,6,0.7479604206116908,0.020380455510988604,-1.1783051089467502,1.8215702311656727,-0.7577525895161991,1.6243036903976966,Symptoms & key groups,No tracing,-1.7552895628349097,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,No measures,5367580,238.64426877470356,61,61,23,23,11193
NO,2020-03-04,Norway,Europe,56,8,0.7018272851661114,0.005954542086052307,-1.1479998551092063,1.8215702311656727,-0.7913142928573371,1.645978900460608,Symptoms & key groups,No tracing,-1.7552895628349097,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,No measures,5367580,238.64426877470356,62,62,23,23,11194
NO,2020-03-05,Norway,Europe,87,23,0.6925877356300919,0.020380455510988604,-1.1783051089467502,1.846934442957592,-0.7625351322423112,1.6784159281072033,Symptoms & key groups,No tracing,-1.7552895628349097,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,No measures,5367580,238.64426877470356,63,63,23,23,11195
NO,2020-03-06,Norway,Europe,108,30,0.6648690870220336,0.020380455510988604,-1.2083984379322832,1.8554089342805928,-0.767334455820094,1.710928743201571,Symptoms & key groups,No tracing,-1.7552895628349097,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,No measures,5367580,238.64426877470356,64,64,23,23,11196
NO,2020-03-07,Norway,Europe,147,27,0.637215050648493,0.034806368935924904,-1.2083984379322832,1.846934442957592,-0.7026107109267091,1.710928743201571,Symptoms & key groups,No tracing,-1.7552895628349097,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,No measures,5367580,238.64426877470356,65,65,23,23,11197
NO,2020-03-08,Norway,Europe,176,34,0.6279755011124736,-0.022796404250359184,-1.1783051089467502,1.7792570367277516,-0.7193915625972781,1.7000911381701151,Symptoms & key groups,No tracing,-1.7552895628349097,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,No measures,5367580,238.64426877470356,66,66,23,23,11198
NO,2020-03-09,Norway,Europe,205,22,0.6094964020404348,-0.022796404250359184,-1.1783051089467502,1.7623080540817497,-0.7026107109267091,1.7000911381701151,Symptoms & key groups,No tracing,-1.7552895628349097,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,No measures,5367580,238.64426877470356,67,67,23,23,11199
NO,2020-03-10,Norway,Europe,400,23,0.5726028161308747,-0.008370490825422908,-1.1479998551092063,1.7199948596438284,-0.7265737671122816,1.7000911381701151,Symptoms & key groups,No tracing,-1.5853124185237648,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,No restrictions,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,Recommended,5367580,238.64426877470356,68,68,23,23,11200
NO,2020-03-11,Norway,Europe,598,85,0.5448841675228165,0.10683505554714526,-1.087389347434119,1.6353092085909022,-0.7241908861750609,1.6892535331386591,Symptoms & key groups,No tracing,-1.3298873043697201,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,100-1000 people,No measures,No measures,-0.4439650340170347,-0.4407299836131181,No measures,Recommended,5367580,238.64426877470356,69,69,23,23,11201
NO,2020-03-12,Norway,Europe,702,212,0.4895114825412177,0.7842477034383846,-0.9360750030984109,1.4405736946931305,-0.7889146310684457,1.591790875303329,Symptoms & key groups,No tracing,-0.3940942152837689,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,100-1000 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,70,70,23,23,11202
NO,2020-03-13,Norway,Europe,996,132,0.19410434632666687,0.8129986497747961,-0.51222529907682,1.0934751235125926,-0.8248759961984753,1.2236912414726926,Symptoms & key groups,No tracing,-0.3940942152837689,None,No policy,No income support,No measures,No measures,Coordinated information campaign,No measures,100-1000 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,71,71,23,23,11203
NO,2020-03-14,Norway,Europe,1090,0,-0.175089961707004,0.6833671899772916,-0.2699951932284809,0.7718000263010573,-0.8320582007134788,0.9963288981554368,Symptoms & key groups,No tracing,-0.13866910112972453,None,No policy,No income support,No measures,Quarantine from high-risk regions,Coordinated information campaign,No measures,100-1000 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,72,72,23,23,11204
NO,2020-03-15,Norway,Europe,1221,286,-0.7288814237575104,0.15011279582195416,0.032845420294946095,0.3908034898285152,-0.8632202422657255,0.7256919221601303,Symptoms & key groups,No tracing,0.11629661533699255,None,No policy,No income support,No measures,Total border closure,Coordinated information campaign,No measures,100-1000 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,73,73,23,23,11205
NO,2020-03-16,Norway,Europe,1333,170,-1.0519425963456017,-0.008370490825422908,0.5473989609771571,-0.007082767112945244,-0.8368575242912616,0.22761681539979597,Symptoms & key groups,No tracing,0.49943428656805994,None,No policy,No income support,Restrict movement,Total border closure,Coordinated information campaign,No measures,100-1000 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,74,74,23,23,11206
NO,2020-03-17,Norway,Europe,1463,92,-1.4119619670777708,-0.25340925802241776,1.0621644265113794,-0.3965537949084884,-0.8032958209501234,-0.3137329240385895,Symptoms & key groups,No tracing,0.49943428656805994,None,No policy,No income support,Restrict movement,Total border closure,Coordinated information campaign,No measures,100-1000 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,75,75,23,23,11207
NO,2020-03-18,Norway,Europe,1550,139,-1.7811562751114416,-0.5993285386805056,1.5767179671935911,-0.7859655605269471,-0.7841153074906629,-0.8442450584455193,Symptoms & key groups,No tracing,0.49943428656805994,None,No policy,No income support,Restrict movement,Total border closure,Coordinated information campaign,No measures,100-1000 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,76,76,23,23,11208
NO,2020-03-19,Norway,Europe,1746,115,-2.1319360963075913,-1.492827246405406,2.0308729250527255,-1.0907509372695645,-0.7241908861750609,-1.2881321400485746,Symptoms & key groups,No tracing,0.6266874459577546,None,No policy,No income support,Restrict movement,Total border closure,Coordinated information campaign,No measures,100-1000 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,77,77,23,23,11209
NO,2020-03-20,Norway,Europe,1914,129,-2.2242023671987496,-1.7377651330889397,2.242797777063522,-1.226224274083413,-0.6570674794927847,-1.4613064582085504,Symptoms & key groups,No tracing,0.6266874459577546,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,No measures,100-1000 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,78,78,23,23,11210
NO,2020-03-21,Norway,Europe,2118,190,-2.242681466270789,-1.752191046513876,2.2731030309010656,-1.2685374685213342,-0.5276032088543444,-1.5696067210753366,Symptoms & key groups,No tracing,0.6266874459577546,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,No measures,100-1000 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,79,79,23,23,11211
NO,2020-03-22,Norway,Europe,2385,184,-2.18730878128919,-1.651310533052783,2.303408284738609,-1.2939609424903373,-0.42691809883093007,-1.6453941688477551,Symptoms & key groups,No tracing,0.6266874459577546,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,No measures,100-1000 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,80,80,23,23,11212
NO,2020-03-23,Norway,Europe,2621,206,-2.205723268126711,-1.7233392196640034,2.3640187924136957,-1.3701128400431783,-0.48205997742041995,-1.688668801525806,Symptoms & key groups,No tracing,0.6266874459577546,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,No measures,100-1000 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,81,81,23,23,11213
NO,2020-03-24,Norway,Europe,2863,239,-2.2149628176627307,-1.7090141867525281,2.39432404625124,-1.4209005258041005,-0.525203547065453,-1.7103440115887172,Symptoms & key groups,No tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,82,82,23,23,11214
NO,2020-03-25,Norway,Europe,3084,195,-2.205723268126711,-1.6801623599026554,2.39432404625124,-1.4463239997731037,-0.5683638975621566,-1.7103440115887172,Symptoms & key groups,No tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,83,83,23,23,11215
NO,2020-03-26,Norway,Europe,3369,350,-2.1965483308252094,-1.6657364464777193,2.39432404625124,-1.4463239997731037,-0.5563823694693703,-1.7103440115887172,Symptoms & key groups,No tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,84,84,23,23,11216
NO,2020-03-27,Norway,Europe,3755,240,-2.1780692317531707,-1.6224587062029103,2.39432404625124,-1.4632729824191057,-0.5923269537477291,-1.688668801525806,Symptoms & key groups,No tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,85,85,23,23,11217
NO,2020-03-28,Norway,Europe,4015,521,-2.159590132681131,-1.593707759866499,2.4244173752367733,-1.53100965082603,-0.7145922390194954,-1.688668801525806,Symptoms & key groups,No tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,86,86,23,23,11218
NO,2020-03-29,Norway,Europe,4284,275,-2.159590132681131,-1.593707759866499,2.39432404625124,-1.53100965082603,-0.7074100345044919,-1.688668801525806,Symptoms & key groups,No tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,87,87,23,23,11219
NO,2020-03-30,Norway,Europe,4445,262,-2.122696546771572,-1.5504300195916902,2.333713538576153,-1.4886371942110248,-0.6163067907849724,-1.677906983942123,Symptoms & key groups,No tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,88,88,23,23,11220
NO,2020-03-31,Norway,Europe,4641,121,-2.0396052131819147,-1.4495495061305972,2.2731030309010656,-1.4293750171271016,-0.5419843987360221,-1.6562317738792112,Symptoms & key groups,No tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,89,89,23,23,11221
NO,2020-04-01,Norway,Europe,4863,222,-1.9565138795922574,-1.3486689926695044,2.242797777063522,-1.3955363140121817,-0.49884082909098904,-1.6345565638162989,Symptoms & key groups,Limited tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,90,90,23,23,11222
NO,2020-04-02,Norway,Europe,5147,209,-1.9011411946106582,-1.2622143926333476,2.242797777063522,-1.4124852966581838,-0.5851447492327256,-1.6128813537533875,Symptoms & key groups,Limited tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,91,91,23,23,11223
NO,2020-04-03,Norway,Europe,5370,280,-1.83652896009304,-1.1757597925971908,2.1823991942404444,-1.3785873313661792,-0.5923269537477291,-1.6021195361697045,Symptoms & key groups,Limited tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,92,92,23,23,11224
NO,2020-04-04,Norway,Europe,5550,274,-1.7719167255754216,-1.1037311059859705,2.1520939404029003,-1.3447486282512595,-0.5851447492327256,-1.5804443261067926,Symptoms & key groups,Limited tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,93,93,23,23,11225
NO,2020-04-05,Norway,Europe,5687,310,-1.7257835901298426,-0.9595728522500686,2.1520939404029003,-1.302376171636254,-0.5396015177988012,-1.5587691160438804,Symptoms & key groups,Limited tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,94,94,23,23,11226
NO,2020-04-06,Norway,Europe,5865,127,-1.5319468865769879,-0.6713572252917259,2.1217886865653575,-1.243113994552331,-0.4149365707381437,-1.6345565638162989,Symptoms & key groups,Limited tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,95,95,23,23,11227
NO,2020-04-07,Norway,Europe,6086,117,-1.3103915344160746,-0.18138057141119734,2.0611781788902697,-1.1754365883224909,-0.2207653360579892,-1.7211816166201737,Symptoms & key groups,Limited tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,96,96,23,23,11228
NO,2020-04-08,Norway,Europe,6086,111,-1.07966124495366,0.48160616305510573,2.0308729250527255,-1.1584876056764888,-0.17520532377239414,-1.8727565121650107,Symptoms & key groups,Limited tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,97,97,23,23,11229
NO,2020-04-09,Norway,Europe,6211,147,-1.476574201595389,-0.6136535715919809,2.1823991942404444,-1.1584876056764888,0.23951664441404952,-2.251693751027103,Symptoms & key groups,Limited tracing,1.3925033907325608,None,No policy,>50% of lost salary,Restrict movement,Total border closure,Coordinated information campaign,Required cancellations,<10 people,Recommended closing,Required (all levels),-0.4439650340170347,-0.4407299836131181,No measures,Required for some,5367580,238.64426877470356,98,98,23,23,11230
