Entity,Code,Day,people_fully_vaccinated_per_hundred
Czechia,CZE,2021-02-21,1.99
Czechia,CZE,2021-02-22,2.04
Czechia,CZE,2021-02-23,2.11
Czechia,CZE,2021-02-24,2.16
Czechia,CZE,2021-02-25,2.21
Czechia,CZE,2021-02-26,2.26
Czechia,CZE,2021-02-27,2.27
Czechia,CZE,2021-02-28,2.27
Czechia,CZE,2021-03-01,2.31
Czechia,CZE,2021-03-02,2.34
Czechia,CZE,2021-03-03,2.38
Czechia,CZE,2021-03-04,2.42
Czechia,CZE,2021-03-05,2.47
Czechia,CZE,2021-03-06,2.48
Czechia,CZE,2021-03-07,2.49
Czechia,CZE,2021-03-08,2.53
Czechia,CZE,2021-03-09,2.59
Czechia,CZE,2021-03-10,2.66
Czechia,CZE,2021-03-11,2.74
Czechia,CZE,2021-03-12,2.81
Czechia,CZE,2021-03-13,2.83
Czechia,CZE,2021-03-14,2.84
Czechia,CZE,2021-03-15,2.92
Czechia,CZE,2021-03-16,3.02
Czechia,CZE,2021-03-17,3.11
Czechia,CZE,2021-03-18,3.23
Czechia,CZE,2021-03-19,3.35
Czechia,CZE,2021-03-20,3.37
Czechia,CZE,2021-03-21,3.39
Czechia,CZE,2021-03-22,3.5
Czechia,CZE,2021-03-23,3.63
Czechia,CZE,2021-03-24,3.77
Czechia,CZE,2021-03-25,3.94
Czechia,CZE,2021-03-26,4.1
Czechia,CZE,2021-03-27,4.15
Czechia,CZE,2021-03-28,4.18
Czechia,CZE,2021-03-29,4.38
Czechia,CZE,2021-03-30,4.58
Czechia,CZE,2021-03-31,4.83
Czechia,CZE,2021-04-01,5.13
Czechia,CZE,2021-04-02,5.25
Czechia,CZE,2021-04-03,5.35
Czechia,CZE,2021-04-04,5.43
Czechia,CZE,2021-04-05,5.5
Czechia,CZE,2021-04-06,5.77
Czechia,CZE,2021-04-07,5.98
Czechia,CZE,2021-04-08,6.27
Czechia,CZE,2021-04-09,6.54
Czechia,CZE,2021-04-10,6.69
Czechia,CZE,2021-04-11,6.78
Czechia,CZE,2021-04-12,7.01
Czechia,CZE,2021-04-13,7.25
Czechia,CZE,2021-04-14,7.51
Czechia,CZE,2021-04-15,7.75
Czechia,CZE,2021-04-16,7.98
Czechia,CZE,2021-04-17,8.07
Czechia,CZE,2021-04-18,8.11
Czechia,CZE,2021-04-19,8.26
Czechia,CZE,2021-04-20,8.4
Czechia,CZE,2021-04-21,8.54
Czechia,CZE,2021-04-22,8.7
Czechia,CZE,2021-04-23,8.81
Czechia,CZE,2021-04-24,8.86
Czechia,CZE,2021-04-25,8.89
Czechia,CZE,2021-04-26,8.96
Czechia,CZE,2021-04-27,9.08
Czechia,CZE,2021-04-28,9.21
Czechia,CZE,2021-04-29,9.35
Czechia,CZE,2021-04-30,9.44
Czechia,CZE,2021-05-01,9.47
Czechia,CZE,2021-05-02,9.5
Czechia,CZE,2021-05-03,9.54
Czechia,CZE,2021-05-04,9.62
Czechia,CZE,2021-05-05,9.71
Czechia,CZE,2021-05-06,9.8
Czechia,CZE,2021-05-07,9.9
Czechia,CZE,2021-05-08,9.91
Czechia,CZE,2021-05-09,9.92
Czechia,CZE,2021-05-10,9.99
Czechia,CZE,2021-05-11,10.07
Czechia,CZE,2021-05-12,10.15
Czechia,CZE,2021-05-13,10.24
Czechia,CZE,2021-05-14,10.31
Czechia,CZE,2021-05-15,10.33
Czechia,CZE,2021-05-16,10.34
Czechia,CZE,2021-05-17,10.4
Czechia,CZE,2021-05-18,10.52
Czechia,CZE,2021-05-19,10.66
Czechia,CZE,2021-05-20,10.91
Czechia,CZE,2021-05-21,11.17
Czechia,CZE,2021-05-22,11.27
Czechia,CZE,2021-05-23,11.35
Czechia,CZE,2021-05-24,11.66
Czechia,CZE,2021-05-25,11.99
Czechia,CZE,2021-05-26,12.34
Czechia,CZE,2021-05-27,12.77
Czechia,CZE,2021-05-28,13.18
Denmark,DNK,2021-01-04,0
Denmark,DNK,2021-01-05,0
Denmark,DNK,2021-01-06,0
Denmark,DNK,2021-01-07,0
Denmark,DNK,2021-01-08,0
Denmark,DNK,2021-01-09,0
Denmark,DNK,2021-01-10,0
Denmark,DNK,2021-01-11,0
Denmark,DNK,2021-01-12,0
Denmark,DNK,2021-01-13,0
Denmark,DNK,2021-01-14,0
Denmark,DNK,2021-01-15,0
Denmark,DNK,2021-01-16,0
Denmark,DNK,2021-01-17,0.01
Denmark,DNK,2021-01-18,0.05
Denmark,DNK,2021-01-19,0.08
Denmark,DNK,2021-01-20,0.12
Denmark,DNK,2021-01-21,0.16
Denmark,DNK,2021-01-22,0.25
Denmark,DNK,2021-01-23,0.37
Denmark,DNK,2021-01-24,0.49
Denmark,DNK,2021-01-25,0.53
Denmark,DNK,2021-01-26,0.56
Denmark,DNK,2021-01-27,0.63
Denmark,DNK,2021-01-28,0.77
Denmark,DNK,2021-01-29,1.09
Denmark,DNK,2021-01-30,1.31
Denmark,DNK,2021-01-31,1.52
Denmark,DNK,2021-02-01,1.65
Denmark,DNK,2021-02-02,1.7
Denmark,DNK,2021-02-03,1.81
Denmark,DNK,2021-02-04,2
Denmark,DNK,2021-02-05,2.23
Denmark,DNK,2021-02-06,2.34
Denmark,DNK,2021-02-07,2.41
Denmark,DNK,2021-02-08,2.53
Denmark,DNK,2021-02-09,2.61
Denmark,DNK,2021-02-10,2.68
Denmark,DNK,2021-02-11,2.72
Denmark,DNK,2021-02-12,2.85
Denmark,DNK,2021-02-13,2.87
Denmark,DNK,2021-02-14,2.88
Denmark,DNK,2021-02-15,2.93
Denmark,DNK,2021-02-16,2.96
Denmark,DNK,2021-02-17,2.96
Denmark,DNK,2021-02-18,2.97
Denmark,DNK,2021-02-19,2.99
Denmark,DNK,2021-02-20,3
Denmark,DNK,2021-02-21,3
Denmark,DNK,2021-02-22,3.02
Denmark,DNK,2021-02-23,3.05
Denmark,DNK,2021-02-24,3.09
Denmark,DNK,2021-02-25,3.1
Denmark,DNK,2021-02-26,3.12
Denmark,DNK,2021-02-27,3.14
Denmark,DNK,2021-02-28,3.17
Denmark,DNK,2021-03-01,3.19
Denmark,DNK,2021-03-02,3.21
Denmark,DNK,2021-03-03,3.23
Denmark,DNK,2021-03-04,3.26
Denmark,DNK,2021-03-05,3.36
Denmark,DNK,2021-03-06,3.42
Denmark,DNK,2021-03-07,3.5
Denmark,DNK,2021-03-08,3.61
Denmark,DNK,2021-03-09,3.74
Denmark,DNK,2021-03-10,3.86
Denmark,DNK,2021-03-11,4
Denmark,DNK,2021-03-12,4.19
Denmark,DNK,2021-03-13,4.29
Denmark,DNK,2021-03-14,4.45
Denmark,DNK,2021-03-15,4.62
Denmark,DNK,2021-03-16,4.79
Denmark,DNK,2021-03-17,4.95
Denmark,DNK,2021-03-18,5.07
Denmark,DNK,2021-03-19,5.27
Denmark,DNK,2021-03-20,5.36
Denmark,DNK,2021-03-21,5.44
Denmark,DNK,2021-03-22,5.57
Denmark,DNK,2021-03-23,5.71
Denmark,DNK,2021-03-24,5.94
Denmark,DNK,2021-03-25,6.09
Denmark,DNK,2021-03-26,6.22
Denmark,DNK,2021-03-27,6.28
Denmark,DNK,2021-03-28,6.33
Denmark,DNK,2021-03-29,6.43
Denmark,DNK,2021-03-30,6.54
Denmark,DNK,2021-03-31,6.71
Denmark,DNK,2021-04-01,6.83
Denmark,DNK,2021-04-02,6.95
Denmark,DNK,2021-04-03,6.99
Denmark,DNK,2021-04-04,7.02
Denmark,DNK,2021-04-05,7.04
Denmark,DNK,2021-04-06,7.15
Denmark,DNK,2021-04-07,7.29
Denmark,DNK,2021-04-08,7.44
Denmark,DNK,2021-04-09,7.59
Denmark,DNK,2021-04-10,7.69
Denmark,DNK,2021-04-11,7.76
Denmark,DNK,2021-04-12,7.96
Denmark,DNK,2021-04-13,8.06
Denmark,DNK,2021-04-14,8.26
Denmark,DNK,2021-04-15,8.42
Denmark,DNK,2021-04-16,8.56
Denmark,DNK,2021-04-17,8.61
Denmark,DNK,2021-04-18,8.7
Denmark,DNK,2021-04-19,8.95
Denmark,DNK,2021-04-20,9.24
Denmark,DNK,2021-04-21,9.46
Denmark,DNK,2021-04-22,9.55
Denmark,DNK,2021-04-23,9.75
Denmark,DNK,2021-04-24,9.88
Denmark,DNK,2021-04-25,9.97
Denmark,DNK,2021-04-26,10.11
Denmark,DNK,2021-04-27,10.47
Denmark,DNK,2021-04-28,10.83
Denmark,DNK,2021-04-29,11.14
Denmark,DNK,2021-04-30,11.21
Denmark,DNK,2021-05-01,11.31
Denmark,DNK,2021-05-02,11.55
Denmark,DNK,2021-05-03,12.34
Denmark,DNK,2021-05-04,12.77
Denmark,DNK,2021-05-05,13.28
Denmark,DNK,2021-05-06,13.72
Denmark,DNK,2021-05-07,14.14
Denmark,DNK,2021-05-08,14.68
Denmark,DNK,2021-05-09,14.96
Denmark,DNK,2021-05-10,15.59
Denmark,DNK,2021-05-11,16.04
Denmark,DNK,2021-05-12,16.51
Denmark,DNK,2021-05-13,16.85
Denmark,DNK,2021-05-14,17.38
Denmark,DNK,2021-05-15,17.72
Denmark,DNK,2021-05-16,17.96
Denmark,DNK,2021-05-17,18.48
Denmark,DNK,2021-05-18,19.01
Denmark,DNK,2021-05-19,19.4
Denmark,DNK,2021-05-20,19.79
Denmark,DNK,2021-05-21,20.12
Denmark,DNK,2021-05-22,20.32
Denmark,DNK,2021-05-23,20.43
Denmark,DNK,2021-05-24,20.6
Denmark,DNK,2021-05-25,20.82
Denmark,DNK,2021-05-26,21.03
Denmark,DNK,2021-05-27,21.24
Djibouti,DJI,2021-04-28,0.05
Djibouti,DJI,2021-05-24,0.24
Dominica,DMA,2021-04-01,0.47
Dominica,DMA,2021-04-12,0.66
Dominica,DMA,2021-04-20,3.54
Dominica,DMA,2021-04-22,6.69
Dominica,DMA,2021-04-28,12.95
Dominica,DMA,2021-05-07,18.26
Dominica,DMA,2021-05-12,19.36
Dominica,DMA,2021-05-17,20.39
Dominica,DMA,2021-05-18,20.64
Dominica,DMA,2021-05-26,23.36
Dominican Republic,DOM,2021-03-30,0.5
Dominican Republic,DOM,2021-04-14,5.53
Dominican Republic,DOM,2021-04-25,6.95
Dominican Republic,DOM,2021-04-26,7.08
Dominican Republic,DOM,2021-04-27,7.19
Dominican Republic,DOM,2021-04-28,7.26
Dominican Republic,DOM,2021-04-29,7.3
Dominican Republic,DOM,2021-04-30,7.34
Dominican Republic,DOM,2021-05-01,7.34
Dominican Republic,DOM,2021-05-02,7.35
Dominican Republic,DOM,2021-05-03,7.38
Dominican Republic,DOM,2021-05-04,7.41
Dominican Republic,DOM,2021-05-05,7.44
Dominican Republic,DOM,2021-05-06,7.45
Dominican Republic,DOM,2021-05-07,7.47
Dominican Republic,DOM,2021-05-08,7.47
Dominican Republic,DOM,2021-05-09,7.47
Dominican Republic,DOM,2021-05-10,7.49
Dominican Republic,DOM,2021-05-11,7.51
Dominican Republic,DOM,2021-05-12,7.53
Dominican Republic,DOM,2021-05-13,7.54
Dominican Republic,DOM,2021-05-14,7.56
Dominican Republic,DOM,2021-05-15,7.56
Dominican Republic,DOM,2021-05-16,7.56
Dominican Republic,DOM,2021-05-18,7.61
Dominican Republic,DOM,2021-05-19,7.64
Dominican Republic,DOM,2021-05-20,7.79
Dominican Republic,DOM,2021-05-21,8.04
Dominican Republic,DOM,2021-05-22,8.11
Dominican Republic,DOM,2021-05-23,8.14
Dominican Republic,DOM,2021-05-24,8.41
Dominican Republic,DOM,2021-05-25,8.71
Dominican Republic,DOM,2021-05-26,9
Dominican Republic,DOM,2021-05-27,9.28
Ecuador,ECU,2021-02-17,0.01
Ecuador,ECU,2021-02-24,0.02
Ecuador,ECU,2021-03-01,0.04
Ecuador,ECU,2021-03-04,0.04
Ecuador,ECU,2021-03-05,0.04
Ecuador,ECU,2021-03-08,0.04
Ecuador,ECU,2021-03-09,0.04
Ecuador,ECU,2021-03-11,0.04
Ecuador,ECU,2021-03-12,0.04
Ecuador,ECU,2021-03-13,0.11
Ecuador,ECU,2021-03-15,0.11
Ecuador,ECU,2021-03-21,0.22
Ecuador,ECU,2021-03-23,0.22
Ecuador,ECU,2021-03-24,0.22
Ecuador,ECU,2021-03-26,0.33
Ecuador,ECU,2021-03-27,0.34
Ecuador,ECU,2021-03-29,0.35
Ecuador,ECU,2021-04-01,0.44
Ecuador,ECU,2021-04-04,0.51
Ecuador,ECU,2021-04-05,0.6
Ecuador,ECU,2021-04-06,0.64
Ecuador,ECU,2021-04-08,0.64
Ecuador,ECU,2021-04-14,0.81
Ecuador,ECU,2021-04-15,0.83
Ecuador,ECU,2021-04-16,0.91
Ecuador,ECU,2021-04-17,0.95
Ecuador,ECU,2021-04-18,0.97
Ecuador,ECU,2021-04-19,1
Ecuador,ECU,2021-04-20,1.02
Ecuador,ECU,2021-04-21,1.06
Ecuador,ECU,2021-04-22,1.07
Ecuador,ECU,2021-04-23,1.11
Ecuador,ECU,2021-04-24,1.14
Ecuador,ECU,2021-04-25,1.15
Ecuador,ECU,2021-04-26,1.19
Ecuador,ECU,2021-04-27,1.25
Ecuador,ECU,2021-04-28,1.29
Ecuador,ECU,2021-04-29,1.3
Ecuador,ECU,2021-04-30,1.36
Ecuador,ECU,2021-05-01,1.39
Ecuador,ECU,2021-05-02,1.39
Ecuador,ECU,2021-05-04,1.43
Ecuador,ECU,2021-05-05,1.46
Ecuador,ECU,2021-05-06,1.49
Ecuador,ECU,2021-05-07,1.5
Ecuador,ECU,2021-05-09,1.51
Ecuador,ECU,2021-05-11,1.55
Ecuador,ECU,2021-05-12,1.58
Ecuador,ECU,2021-05-13,1.72
Ecuador,ECU,2021-05-14,1.8
Ecuador,ECU,2021-05-15,1.89
Ecuador,ECU,2021-05-16,1.96
Ecuador,ECU,2021-05-17,2.02
Ecuador,ECU,2021-05-18,2.15
Ecuador,ECU,2021-05-19,2.27
Ecuador,ECU,2021-05-20,2.43
Ecuador,ECU,2021-05-22,2.77
Ecuador,ECU,2021-05-23,2.82
Ecuador,ECU,2021-05-25,2.92
Ecuador,ECU,2021-05-27,3.31
Egypt,EGY,2021-05-09,0.23
Egypt,EGY,2021-05-11,0.23
Egypt,EGY,2021-05-22,0.3
Egypt,EGY,2021-05-23,0.3
Egypt,EGY,2021-05-24,0.31
Egypt,EGY,2021-05-25,0.31
El Salvador,SLV,2021-04-13,0.04
El Salvador,SLV,2021-04-14,0.09
El Salvador,SLV,2021-04-15,0.15
El Salvador,SLV,2021-04-16,0.24
El Salvador,SLV,2021-04-17,0.28
El Salvador,SLV,2021-04-22,0.37
El Salvador,SLV,2021-04-23,0.37
El Salvador,SLV,2021-04-26,0.42
El Salvador,SLV,2021-04-27,0.62
El Salvador,SLV,2021-04-28,0.89
El Salvador,SLV,2021-04-29,1.05
El Salvador,SLV,2021-04-30,1.17
El Salvador,SLV,2021-05-04,1.56
El Salvador,SLV,2021-05-05,1.73
El Salvador,SLV,2021-05-06,1.96
El Salvador,SLV,2021-05-07,2.4
El Salvador,SLV,2021-05-11,3.05
El Salvador,SLV,2021-05-13,4.08
El Salvador,SLV,2021-05-14,4.59
El Salvador,SLV,2021-05-15,5.02
El Salvador,SLV,2021-05-17,5.65
El Salvador,SLV,2021-05-18,6.17
El Salvador,SLV,2021-05-19,6.65
El Salvador,SLV,2021-05-20,7.15
El Salvador,SLV,2021-05-21,7.94
El Salvador,SLV,2021-05-22,8.4
El Salvador,SLV,2021-05-24,9.13
El Salvador,SLV,2021-05-25,9.74
El Salvador,SLV,2021-05-26,10.37
El Salvador,SLV,2021-05-27,11
England,,2020-12-29,0
England,,2020-12-30,0.01
England,,2020-12-31,0.02
England,,2021-01-01,0.02
England,,2021-01-02,0.03
England,,2021-01-03,0.04
England,,2021-01-04,0.05
England,,2021-01-05,0.14
England,,2021-01-06,0.28
England,,2021-01-07,0.42
England,,2021-01-08,0.53
England,,2021-01-10,0.67
England,,2021-01-11,0.7
England,,2021-01-12,0.72
England,,2021-01-13,0.74
England,,2021-01-14,0.75
England,,2021-01-15,0.75
England,,2021-01-16,0.76
England,,2021-01-17,0.76
England,,2021-01-18,0.77
England,,2021-01-19,0.77
England,,2021-01-20,0.78
England,,2021-01-21,0.78
England,,2021-01-22,0.78
England,,2021-01-23,0.78
England,,2021-01-24,0.78
England,,2021-01-25,0.79
England,,2021-01-26,0.79
England,,2021-01-27,0.79
England,,2021-01-28,0.79
England,,2021-01-29,0.8
England,,2021-01-30,0.81
England,,2021-01-31,0.82
England,,2021-02-01,0.82
England,,2021-02-02,0.82
England,,2021-02-03,0.83
England,,2021-02-04,0.83
England,,2021-02-05,0.84
England,,2021-02-06,0.84
England,,2021-02-07,0.84
England,,2021-02-08,0.84
England,,2021-02-09,0.84
England,,2021-02-10,0.85
England,,2021-02-11,0.86
England,,2021-02-12,0.87
England,,2021-02-13,0.87
England,,2021-02-14,0.87
England,,2021-02-15,0.88
England,,2021-02-16,0.88
England,,2021-02-17,0.89
England,,2021-02-18,0.9
England,,2021-02-19,0.9
England,,2021-02-20,0.91
England,,2021-02-21,0.91
England,,2021-02-22,0.92
England,,2021-02-23,0.94
England,,2021-02-24,0.96
England,,2021-02-25,0.99
England,,2021-02-26,1.02
England,,2021-02-27,1.05
England,,2021-02-28,1.07
England,,2021-03-01,1.09
England,,2021-03-02,1.14
England,,2021-03-03,1.22
England,,2021-03-04,1.3
England,,2021-03-05,1.36
England,,2021-03-06,1.4
England,,2021-03-07,1.42
England,,2021-03-08,1.46
England,,2021-03-09,1.54
England,,2021-03-10,1.67
England,,2021-03-11,1.79
England,,2021-03-12,1.91
England,,2021-03-13,1.98
England,,2021-03-14,2.01
England,,2021-03-15,2.06
England,,2021-03-16,2.18
England,,2021-03-17,2.34
England,,2021-03-18,2.52
England,,2021-03-19,2.7
England,,2021-03-20,2.83
England,,2021-03-21,2.88
England,,2021-03-22,3
England,,2021-03-23,3.23
England,,2021-03-24,3.6
England,,2021-03-25,3.96
England,,2021-03-26,4.4
England,,2021-03-27,4.76
England,,2021-03-28,4.99
England,,2021-03-29,5.23
England,,2021-03-30,5.64
England,,2021-03-31,6.25
England,,2021-04-01,6.98
England,,2021-04-02,7.37
England,,2021-04-03,7.65
England,,2021-04-04,7.72
England,,2021-04-05,7.81
England,,2021-04-06,8.1
England,,2021-04-07,8.76
England,,2021-04-08,9.48
England,,2021-04-09,10.2
England,,2021-04-10,10.98
England,,2021-04-11,11.26
England,,2021-04-12,11.56
England,,2021-04-13,12.01
England,,2021-04-14,12.53
England,,2021-04-15,13.18
England,,2021-04-16,13.97
England,,2021-04-17,14.79
England,,2021-04-18,15.13
England,,2021-04-19,15.52
England,,2021-04-20,16
England,,2021-04-21,16.61
England,,2021-04-22,17.22
England,,2021-04-23,17.92
England,,2021-04-24,18.77
England,,2021-04-25,19.17
England,,2021-04-26,19.62
England,,2021-04-27,20.17
England,,2021-04-28,20.87
England,,2021-04-29,21.58
England,,2021-04-30,22.22
England,,2021-05-01,22.8
England,,2021-05-02,23.05
England,,2021-05-03,23.22
England,,2021-05-04,23.6
England,,2021-05-05,24.22
England,,2021-05-06,24.96
England,,2021-05-07,25.7
England,,2021-05-08,26.42
England,,2021-05-09,26.71
England,,2021-05-10,27.05
England,,2021-05-11,27.6
England,,2021-05-12,28.31
England,,2021-05-13,28.98
England,,2021-05-14,29.6
England,,2021-05-15,30.23
England,,2021-05-16,30.51
England,,2021-05-17,30.88
England,,2021-05-18,31.36
England,,2021-05-19,31.91
England,,2021-05-20,32.56
England,,2021-05-21,33.22
England,,2021-05-22,34.12
England,,2021-05-23,34.52
England,,2021-05-24,35.01
England,,2021-05-25,35.59
England,,2021-05-26,36.25
England,,2021-05-27,36.91
Equatorial Guinea,GNQ,2021-03-16,0.06
Equatorial Guinea,GNQ,2021-03-29,0.17
Equatorial Guinea,GNQ,2021-04-01,0.21
Equatorial Guinea,GNQ,2021-04-16,0.38
Equatorial Guinea,GNQ,2021-04-20,0.53
Equatorial Guinea,GNQ,2021-04-22,0.6
Equatorial Guinea,GNQ,2021-04-28,0.77
Equatorial Guinea,GNQ,2021-05-18,3.22
Equatorial Guinea,GNQ,2021-05-22,4.05
Equatorial Guinea,GNQ,2021-05-25,4.57
Equatorial Guinea,GNQ,2021-05-28,5.1
Estonia,EST,2021-01-11,0
Estonia,EST,2021-01-12,0
Estonia,EST,2021-01-13,0
Estonia,EST,2021-01-14,0
Estonia,EST,2021-01-15,0
Estonia,EST,2021-01-16,0
Estonia,EST,2021-01-17,0.01
Estonia,EST,2021-01-18,0.03
Estonia,EST,2021-01-19,0.06
Estonia,EST,2021-01-20,0.11
Estonia,EST,2021-01-21,0.16
Estonia,EST,2021-01-22,0.18
Estonia,EST,2021-01-23,0.18
Estonia,EST,2021-01-24,0.18
Estonia,EST,2021-01-25,0.23
Estonia,EST,2021-01-26,0.36
Estonia,EST,2021-01-27,0.47
Estonia,EST,2021-01-28,0.58
Estonia,EST,2021-01-29,0.73
Estonia,EST,2021-01-30,0.77
Estonia,EST,2021-01-31,0.79
Estonia,EST,2021-02-01,0.85
Estonia,EST,2021-02-02,0.97
Estonia,EST,2021-02-03,1.09
Estonia,EST,2021-02-04,1.2
Estonia,EST,2021-02-05,1.32
Estonia,EST,2021-02-06,1.33
Estonia,EST,2021-02-07,1.33
Estonia,EST,2021-02-08,1.38
Estonia,EST,2021-02-09,1.44
Estonia,EST,2021-02-10,1.51
Estonia,EST,2021-02-11,1.61
Estonia,EST,2021-02-12,1.67
Estonia,EST,2021-02-13,1.68
Estonia,EST,2021-02-14,1.69
Estonia,EST,2021-02-15,1.7
Estonia,EST,2021-02-16,1.75
Estonia,EST,2021-02-17,1.8
Estonia,EST,2021-02-18,1.87
Estonia,EST,2021-02-19,1.95
Estonia,EST,2021-02-20,1.97
Estonia,EST,2021-02-21,1.99
Estonia,EST,2021-02-22,2.06
Estonia,EST,2021-02-23,2.13
Estonia,EST,2021-02-24,2.14
Estonia,EST,2021-02-25,2.35
Estonia,EST,2021-02-26,2.53
Estonia,EST,2021-02-27,2.56
Estonia,EST,2021-02-28,2.57
Estonia,EST,2021-03-01,2.64
Estonia,EST,2021-03-02,2.82
Estonia,EST,2021-03-03,3
Estonia,EST,2021-03-04,3.19
Estonia,EST,2021-03-05,3.3
Estonia,EST,2021-03-06,3.31
Estonia,EST,2021-03-07,3.31
Estonia,EST,2021-03-08,3.33
Estonia,EST,2021-03-09,3.41
Estonia,EST,2021-03-10,3.6
Estonia,EST,2021-03-11,3.82
Estonia,EST,2021-03-12,3.96
Estonia,EST,2021-03-13,3.97
Estonia,EST,2021-03-14,3.97
Estonia,EST,2021-03-15,3.99
Estonia,EST,2021-03-16,4.05
Estonia,EST,2021-03-17,4.07
Estonia,EST,2021-03-18,4.13
Estonia,EST,2021-03-19,4.29
Estonia,EST,2021-03-20,4.3
Estonia,EST,2021-03-21,4.3
Estonia,EST,2021-03-22,4.34
Estonia,EST,2021-03-23,4.35
Estonia,EST,2021-03-24,4.38
Estonia,EST,2021-03-25,4.5
Estonia,EST,2021-03-26,4.57
Estonia,EST,2021-03-27,4.59
Estonia,EST,2021-03-28,4.59
Estonia,EST,2021-03-29,4.61
Estonia,EST,2021-03-30,4.69
Estonia,EST,2021-03-31,4.8
Estonia,EST,2021-04-01,5.1
Estonia,EST,2021-04-02,5.13
Estonia,EST,2021-04-03,5.18
Estonia,EST,2021-04-04,5.19
Estonia,EST,2021-04-05,5.26
Estonia,EST,2021-04-06,5.35
Estonia,EST,2021-04-07,5.43
Estonia,EST,2021-04-08,5.53
Estonia,EST,2021-04-09,5.61
Estonia,EST,2021-04-10,5.64
Estonia,EST,2021-04-11,5.64
Estonia,EST,2021-04-12,5.67
Estonia,EST,2021-04-13,5.72
Estonia,EST,2021-04-14,5.86
Estonia,EST,2021-04-15,6.1
Estonia,EST,2021-04-16,6.35
Estonia,EST,2021-04-17,6.41
Estonia,EST,2021-04-18,6.44
Estonia,EST,2021-04-19,6.54
Estonia,EST,2021-04-20,6.71
Estonia,EST,2021-04-21,6.78
Estonia,EST,2021-04-22,7.03
Estonia,EST,2021-04-23,7.27
Estonia,EST,2021-04-24,7.44
Estonia,EST,2021-04-25,7.53
Estonia,EST,2021-04-26,7.66
Estonia,EST,2021-04-27,7.91
Estonia,EST,2021-04-28,8.26
Estonia,EST,2021-04-29,8.75
Estonia,EST,2021-04-30,9.22
Estonia,EST,2021-05-01,9.38
Estonia,EST,2021-05-02,9.45
Estonia,EST,2021-05-03,9.7
Estonia,EST,2021-05-04,9.98
Estonia,EST,2021-05-05,10.42
Estonia,EST,2021-05-06,11.1
Estonia,EST,2021-05-07,11.66
Estonia,EST,2021-05-08,11.85
Estonia,EST,2021-05-09,12
Estonia,EST,2021-05-10,12.16
Estonia,EST,2021-05-11,12.35
Estonia,EST,2021-05-12,12.66
Estonia,EST,2021-05-13,13.19
Estonia,EST,2021-05-14,13.39
Estonia,EST,2021-05-15,13.42
Estonia,EST,2021-05-16,13.42
Estonia,EST,2021-05-17,13.5
Estonia,EST,2021-05-18,13.65
Estonia,EST,2021-05-19,13.94
Estonia,EST,2021-05-20,14.64
Estonia,EST,2021-05-21,15.22
Estonia,EST,2021-05-22,15.28
Estonia,EST,2021-05-23,15.31
Estonia,EST,2021-05-24,15.39
Estonia,EST,2021-05-25,15.55
Estonia,EST,2021-05-26,15.97
Estonia,EST,2021-05-27,16.76
Estonia,EST,2021-05-28,17.34
Europe,,2020-12-27,0
Europe,,2020-12-28,0
Europe,,2020-12-29,0
Europe,,2020-12-30,0
Europe,,2020-12-31,0
Europe,,2021-01-01,0
Europe,,2021-01-02,0
Europe,,2021-01-03,0
Europe,,2021-01-04,0
Europe,,2021-01-05,0
Europe,,2021-01-06,0
Europe,,2021-01-07,0
Europe,,2021-01-08,0
Europe,,2021-01-09,0
Europe,,2021-01-10,0.05
Europe,,2021-01-11,0.06
Europe,,2021-01-12,0.06
Europe,,2021-01-13,0.06
Europe,,2021-01-14,0.06
Europe,,2021-01-15,0.06
Europe,,2021-01-16,0.06
Europe,,2021-01-17,0.06
Europe,,2021-01-18,0.07
Europe,,2021-01-19,0.08
Europe,,2021-01-20,0.1
Europe,,2021-01-21,0.11
Europe,,2021-01-22,0.13
Europe,,2021-01-23,0.14
Europe,,2021-01-24,0.15
Europe,,2021-01-25,0.18
Europe,,2021-01-26,0.22
Europe,,2021-01-27,0.25
Europe,,2021-01-28,0.3
Europe,,2021-01-29,0.33
Europe,,2021-01-30,0.37
Europe,,2021-01-31,0.41
Europe,,2021-02-01,0.45
Europe,,2021-02-02,0.51
Europe,,2021-02-03,0.57
Europe,,2021-02-04,0.64
Europe,,2021-02-05,0.7
Europe,,2021-02-06,0.73
Europe,,2021-02-07,0.76
Europe,,2021-02-08,0.8
Europe,,2021-02-09,0.86
Europe,,2021-02-10,0.91
Europe,,2021-02-11,0.98
Europe,,2021-02-12,1.04
Europe,,2021-02-13,1.07
Europe,,2021-02-14,1.13
Europe,,2021-02-15,1.17
Europe,,2021-02-16,1.22
Europe,,2021-02-17,1.27
Europe,,2021-02-18,1.33
Europe,,2021-02-19,1.38
Europe,,2021-02-20,1.4
Europe,,2021-02-21,1.44
Europe,,2021-02-22,1.47
Europe,,2021-02-23,1.55
Europe,,2021-02-24,1.6
Europe,,2021-02-25,1.65
Europe,,2021-02-26,1.71
Europe,,2021-02-27,1.72
Europe,,2021-02-28,1.76
Europe,,2021-03-01,1.79
Europe,,2021-03-02,1.98
Europe,,2021-03-03,2.05
Europe,,2021-03-04,2.14
Europe,,2021-03-05,2.2
Europe,,2021-03-06,2.25
Europe,,2021-03-07,2.29
Europe,,2021-03-08,2.33
Europe,,2021-03-09,2.38
Europe,,2021-03-10,2.47
Europe,,2021-03-11,2.57
